id,address,state,city,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
1856,"320 EAST 111TH STREET",CA,"LOS ANGELES",90003,33.93471,-118.26871,0.9,rooftop,320,"E 111th St","Los Angeles",CA,"Los Angeles County",90061,US,"City of Los Angeles",2018,06,06037,0644000,240900,4001,4,060372409004001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1857,"1712 WEST MONTANA STREET",CA,"LOS ANGELES",90026,34.078309,-118.25787,0.8,range_interpolation,1712,"Montana St","Los Angeles",CA,"Los Angeles County",90026,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,197420,2012,2,060371974202012,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1858,"4908 WESTLAWN AVENUE",CA,"LOS ANGELES",90066,33.987105,-118.41858,1,rooftop,4908,"Westlawn Ave","Los Angeles",CA,"Los Angeles County",90066,US,"Los Angeles County",2018,06,06037,0644000,275311,4001,4,060372753114001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1859,"2341 S. CURSON AVE.",CA,"LOS ANGELES",90016,34.03568,-118.36492,1,rooftop,2341,"S Curson Ave","Los Angeles",CA,"Los Angeles County",90016,US,"City of Los Angeles",2018,06,06037,0644000,218400,4002,4,060372184004002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1860,"6124 RUBY PLACE",CA,"LOS ANGELES",90042,34.121135,-118.185075,1,range_interpolation,6124,"Ruby Pl","Los Angeles",CA,"Los Angeles County",90042,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,183220,1005,1,060371832201005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1861,"2855 SATURN AVENUE",CA,"HUNTINGTON PARK",90255,33.977053,-118.218911,1,range_interpolation,2855,"Saturn Ave","Huntington Park",CA,"Los Angeles County",90255,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0636056,533106,2002,2,060375331062002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1862,"1341 EAST 70TH STREET",CA,"LOS ANGELES",90001,33.976855,-118.251731,1,range_interpolation,1341,"E 70th St","Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,532900,2003,2,060375329002003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1863,"5509 ASH STREET",CA,"LOS ANGELES",90042,34.111547,-118.197366,1,rooftop,5509,"Ash St","Los Angeles",CA,"Los Angeles County",90042,US,"Los Angeles County",2018,06,06037,0644000,183520,1000,1,060371835201000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1864,"1537 MURCHISON STREET",CA,"LOS ANGELES",90033,34.060363,-118.195357,1,rooftop,1537,"Murchison St","Los Angeles",CA,"Los Angeles County",90033,US,"Los Angeles County",2018,06,06037,0644000,203100,2001,2,060372031002001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1865,"8315 NOBLE AVENUE",CA,SEPULVEDA,91343,34.223795,-118.46112,1,range_interpolation,8315,"Noble Ave","North Hills",CA,"Los Angeles County",91343,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0651938,117530,2003,2,060371175302003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1866,"4407 RAYMOND AVEMUE",CA,"LOS ANGELES",90037,34.00363,-118.298168,1,range_interpolation,4407,"Raymond Ave","Los Angeles",CA,"Los Angeles County",90037,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,232200,2001,2,060372322002001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1867,"25028 PETROLEUM AVENUE",CA,"HARBOR CITY",90710,33.796787,-118.293601,1,rooftop,25028,"Petroleum Ave","Harbor City",CA,"Los Angeles County",90710,US,"Los Angeles County",2018,06,06037,0632086,294410,1004,1,060372944101004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1868,"18050 CHASE STREET",CA,NORTHRIDGE,91325,34.224447,-118.52703,1,rooftop,18050,"Chase St",Northridge,CA,"Los Angeles County",91325,US,"Los Angeles County",2018,06,06037,0652176,115401,2001,2,060371154012001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1869,"11059 HERRICK AVENUE",CA,PACOIMA,91331,34.270915,-118.414645,1,range_interpolation,11059,"Herrick Ave",Pacoima,CA,"Los Angeles County",91331,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0654960,104701,1004,1,060371047011004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1870,"1220 PARK WESTERN AVENUE",CA,"SAN PEDRO",90732,33.753843,-118.304294,1,rooftop,1220,"Park Western Pl","San Pedro",CA,"Los Angeles County",90732,US,"Los Angeles County",2018,06,06037,0668322,296300,1009,1,060372963001009,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1871,"1020 W 58TH PL",CA,"LOS ANGELES",90044,33.98823,-118.29233,1,rooftop,1020,"W 58th Pl","Los Angeles",CA,"Los Angeles County",90044,US,"City of Los Angeles",2018,06,06037,0644000,237101,1003,1,060372371011003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1872,"7051 VALMONT STREET",CA,TUJUNGA,91042,34.252267,-118.284668,1,range_interpolation,7051,"Valmont St",Tujunga,CA,"Los Angeles County",91042,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0680630,101220,1005,1,060371012201005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1873,"231 SOUTH ALMA AVENUE",CA,"LOS ANGELES",90063,34.035494,-118.191455,1,range_interpolation,231,"S Alma Ave","Los Angeles",CA,"Los Angeles County",90063,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,531101,1005,1,060375311011005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1874,"231 SOUTH MATTHEW STREET",CA,"LOS ANGELES",90033,34.040315,-118.207254,0.9,range_interpolation,231,"S Mott St","Los Angeles",CA,"Los Angeles County",90033,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,204300,4007,4,060372043004007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1875,"430 NORTH ROSEMONT AVEMUE",CA,"LOS ANGELES",90026,34.07179,-118.26963,1,rooftop,430,"N Rosemont Ave","Los Angeles",CA,"Los Angeles County",90026,US,"City of Los Angeles",2018,06,06037,0644000,195710,3011,3,060371957103011,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1876,"1204 WOODWORTH STREET",CA,"SAN FERNANDO",91340,34.279863,-118.448944,1,range_interpolation,1204,"Woodworth St","San Fernando",CA,"Los Angeles County",91340,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0666140,320300,1018,1,060373203001018,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1877,"8861 BEVERLYWOOD STREET",CA,"LOS ANGELES",90034,34.037836,-118.385171,1,range_interpolation,8861,"Beverlywood St","Los Angeles",CA,"Los Angeles County",90034,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,269700,1004,1,060372697001004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1878,"7221  S. ATLANTIC AVE.",CA,CUDAHY,90201,33.970127,-118.188146,1,range_interpolation,7221,"S Atlantic Ave",Bell,CA,"Los Angeles County",90201,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0604870,533603,3004,3,060375336033004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1879,"8914 HUNT AVE.",CA,"SOUTH GATE",90280,33.952149,-118.190764,1,rooftop,8914,"Hunt Ave","South Gate",CA,"Los Angeles County",90280,US,"Los Angeles County",2018,06,06037,0673080,536000,2009,2,060375360002009,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1880,"3210 BROADWAY",CA,"HUNTINGTON PARK",90255,33.965094,-118.211429,1,range_interpolation,3210,Broadway,"Huntington Park",CA,"Los Angeles County",90255,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0636056,534501,3005,3,060375345013005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1881,"15011 DELANO STREET",CA,"VAN NUYS",91411,34.182713,-118.45993,1,rooftop,15011,"Delano St","Van Nuys",CA,"Los Angeles County",91411,US,"Los Angeles County",2018,06,06037,0682128,128302,1005,1,060371283021005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1882,"10915 TELFAIR AVENUE",CA,PACOIMA,91331,34.268443,-118.430978,1,rooftop,10915,"Telfair Ave",Pacoima,CA,"Los Angeles County",91331,US,"Los Angeles County",2018,06,06037,0654960,104401,1006,1,060371044011006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1883,"4915 STROHM AVENUE",CA,"NORTH HOLLYWOOD",91601,34.159996,-118.359473,1,rooftop,4915,"Strohm Ave","North Hollywood",CA,"Los Angeles County",91601,US,"Los Angeles County",2018,06,06037,0651952,125600,2005,2,060371256002005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1884,"3816 TRINITY STREET",CA,"LOS ANGELES",90011,34.011611,-118.26979,1,rooftop,3816,"Trinity St","Los Angeles",CA,"Los Angeles County",90011,US,"Los Angeles County",2018,06,06037,0644000,228410,3004,3,060372284103004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1885,"6212 VANALDEN AVENUE",CA,RESEDA,91335,34.183012,-118.548305,1,rooftop,6212,"Vanalden Ave",Reseda,CA,"Los Angeles County",91335,US,"Los Angeles County",2018,06,06037,0660340,133100,3008,3,060371331003008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1886,"11480 HERRICK AVENUE",CA,PACOIMA,91331,34.279142,-118.423104,1,rooftop,11480,"Herrick Ave",Pacoima,CA,"Los Angeles County",91331,US,"Los Angeles County",2018,06,06037,0654960,104310,1009,1,060371043101009,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1887,"6312 ELEANOR AVENUE",CA,"LOS ANGELES",90038,34.089703,-118.32729,1,rooftop,6312,"Eleanor Ave","Los Angeles",CA,"Los Angeles County",90038,US,"Los Angeles County",2018,06,06037,0644000,191810,2007,2,060371918102007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1888,"1047 EAST 41ST STREET",CA,"LOS ANGELES",90011,34.00934,-118.25732,1,rooftop,1047,"E 41st St","Los Angeles",CA,"Los Angeles County",90011,US,"City of Los Angeles",2018,06,06037,0644000,228310,2006,2,060372283102006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1889,"7720 SOUTH VERMONT AVENUE",CA,"LOS ANGELES",90044,33.96907,-118.29131,1,rooftop,7720,"S Vermont Ave","Los Angeles",CA,"Los Angeles County",90044,US,"City of Los Angeles",2018,06,06037,0644000,237720,1003,1,060372377201003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1890,"1010 MAIN STREET",CA,VENICE,90291,33.992853,-118.474502,1,range_interpolation,1010,"Main St",Venice,CA,"Los Angeles County",90291,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0682198,273402,3000,3,060372734023000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1891,"831 NORTH BONNIE BEACH PLACE",CA,"LOS ANGELES",90063,34.046241,-118.181535,1,rooftop,831,"N Bonnie Beach Pl","Los Angeles",CA,"Los Angeles County",90063,US,"Los Angeles County",2018,06,06037,0644000,530902,1000,1,060375309021000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1892,"1419 YOUNG STREET",CA,WILMINGTON,90744,33.786827,-118.245956,0.8,range_interpolation,1419,"E Young St",Wilmington,CA,"Los Angeles County",90744,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0685782,294620,1009,1,060372946201009,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1893,"4030 LEEWARD AVE.,",CA,"LOS ANGELES",90005,34.058847,-118.315629,1,rooftop,4030,"Leeward Ave","Los Angeles",CA,"Los Angeles County",90005,US,"Los Angeles County",2018,06,06037,0644000,212610,2006,2,060372126102006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1894,"1305 WEST BEVERLY BLVD",CA,MONTEBELLO,90640,34.018065,-118.112263,1,rooftop,1305,"W Beverly Blvd",Montebello,CA,"Los Angeles County",90640,US,"Los Angeles County",2018,06,06037,0648816,530102,4000,4,060375301024000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1895,"16636 S CRENSHAW BLVD",CA,TORRANCE,90504,33.879374,-118.326186,1,rooftop,16636,"Crenshaw Blvd",Torrance,CA,"Los Angeles County",90504,US,"Los Angeles County",2018,06,06037,0680000,650001,4013,4,060376500014013,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1896,"10411 S. WESTERN AVENUE",CA,"LOS ANGELES",90047,33.94144,-118.30921,1,rooftop,10411,"S Western Ave","Los Angeles",CA,"Los Angeles County",90047,US,"City of Los Angeles",2018,06,06037,0644000,238000,6008,6,060372380006008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1897,"1336 ANGELINA STREET #108",CA,"LOS ANGELES",90026,34.065181,-118.257075,1,rooftop,1336,"Angelina St","Los Angeles",CA,"Los Angeles County",90026,US,"Los Angeles County",2018,06,06037,0644000,208000,2000,2,060372080002000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1898,"3216 WEST MANCHESTER",CA,INGLEWOOD,90305,33.959708,-118.328131,1,rooftop,3216,"W Manchester Blvd",Inglewood,CA,"Los Angeles County",90305,US,"Los Angeles County",2018,06,06037,0636546,600704,1017,1,060376007041017,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1899,"1320 WEST MAGNOLIA",CA,BURBANK,91506,34.175502,-118.323233,1,rooftop,1320,"W Magnolia Blvd",Burbank,CA,"Los Angeles County",91506,US,"City of Burbank",2018,06,06037,0608954,310800,2008,2,060373108002008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1900,"12120 LINDBERGH ROAD",CA,LYNWOOD,90262,33.919343,-118.21462,1,range_interpolation,12120,"Lindbergh Ave",Lynwood,CA,"Los Angeles County",90262,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644574,540502,1005,1,060375405021005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1901,"11250 DUNCAN",CA,LYNWOOD,90262,33.923563,-118.18303,1,range_interpolation,11250,"Duncan Ave",Lynwood,CA,"Los Angeles County",90262,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644574,540000,4054,4,060375400004054,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1902,"105 S PRAIRIE AVE",CA,INGLEWOOD,90301,33.962448,-118.344344,1,rooftop,105,"S Prairie Ave",Inglewood,CA,"Los Angeles County",90301,US,"Los Angeles County",2018,06,06037,0636546,601001,2018,2,060376010012018,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1903,"2502 HUNTINGTON DRIVE",CA,DUARTE,91010,34.139547,-117.951557,0.8,range_interpolation,2502,"E Huntington Dr",Duarte,CA,"Los Angeles County",91010,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0619990,430002,1001,1,060374300021001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1904,"7600 E. GRAVES AVE.",CA,ROSEMEAD,91770,34.05442,-118.103418,1,rooftop,7600,"E Graves Ave",Rosemead,CA,"Los Angeles County",91770,US,"Los Angeles County",2018,06,06037,0662896,482521,3029,3,060374825213029,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1905,"1627 W. 20TH STREET,",CA,"LOS ANGELES",90007,34.03826,-118.29237,1,rooftop,1627,"W 20th St","Los Angeles",CA,"Los Angeles County",90007,US,"City of Los Angeles",2018,06,06037,0644000,221602,1003,1,060372216021003,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1906,"1524 EAST MAYFAIR AVE",CA,ORANGE,92867,33.798855,-117.837113,1,rooftop,1524,"E Mayfair Ave",Orange,CA,"Orange County",92867,US,"Orange County",2018,06,06059,0653980,076206,3000,3,060590762063000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Anaheim-Santa Ana-Irvine, CA",11244
1907,"1771 E 4TH STREET",CA,"LONG BEACH",90802,33.772,-118.170057,1,rooftop,1771,"E 4th St","Long Beach",CA,"Los Angeles County",90802,US,"City of Long Beach",2018,06,06037,0643000,576503,1007,1,060375765031007,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1908,"2453 FENTON STREET",CA,"CHULA VISTA",91911,32.653668,-116.960096,0.9,rooftop,2453,"Fenton St","Chula Vista",CA,"San Diego County",91914,US,"San Diego Geographic Information Source - JPA",2018,06,06073,0613392,013419,1019,1,060730134191019,"San Diego-Carlsbad, CA",41740,metropolitan,,,,
1909,"6431 EAST FLORENCE AVE",CA,"BELL GARDENS",90201,33.963943,-118.148835,1,rooftop,6431,"E Florence Ave",Bell,CA,"Los Angeles County",90201,US,"Los Angeles County",2018,06,06037,0604870,534001,3013,3,060375340013013,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1910,"330 SOUTH FORD BLVD",CA,"LOS ANGELES",90022,34.032467,-118.168929,1,rooftop,330,"S Ford Blvd","Los Angeles",CA,"Los Angeles County",90022,US,"Los Angeles County",2018,06,06037,0644000,531504,1002,1,060375315041002,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1911,"461 CESAR CHAVEZ STREET",CA,SOLEDAD,93960,36.432826,-121.327906,1,range_interpolation,461,"Cesar Chavez St",Soledad,CA,"Monterey County",93960,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06053,0672520,011102,3163,3,060530111023163,"Salinas, CA",41500,metropolitan,,,,
1912,"6113 CLARA ST",CA,"BELL GARDENS",90201,33.962524,-118.157662,1,range_interpolation,6113,"Clara St",Bell,CA,"Los Angeles County",90201,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0604870,533902,2005,2,060375339022005,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1913,"715 EAST CALIFORNIA AVE",CA,BAKERSFIELD,93307,35.368078,-118.994974,1,rooftop,715,"E California Ave",Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield",2018,06,06029,0603526,002100,1001,1,060290021001001,"Bakersfield, CA",12540,metropolitan,,,,
1914,"6112 HOLMES AVE",CA,"LOS ANGELES",90001,33.984267,-118.240959,1,rooftop,6112,"Holmes Ave","Los Angeles",CA,"Los Angeles County",90001,US,"Los Angeles County",2018,06,06037,0644000,532700,2014,2,060375327002014,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1915,"12440 FIRESTONE BLVD",CA,NORWALK,90650,33.90477,-118.068477,1,rooftop,12440,"Firestone Blvd",Norwalk,CA,"Los Angeles County",90650,US,"Los Angeles County",2018,06,06037,0652526,552200,1020,1,060375522001020,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1916,"711 S C STREET # A",CA,OXNARD,93030,34.194707,-119.181378,1,rooftop,711,"S C St",Oxnard,CA,"Ventura County",93030,US,Ventura,2018,06,06111,0654652,008600,2000,2,061110086002000,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348,,
1917,"559 E ALISAL STREET STE # 10",CA,SALINAS,93905,36.67419,-121.635852,1,rooftop,559,"E Alisal St",Salinas,CA,"Monterey County",93905,US,"Monterey County",2018,06,06053,0664224,000501,2006,2,060530005012006,"Salinas, CA",41500,metropolitan,,,,
1918,"2033 WEST EDINGER STREET",CA,"SANTA ANA",92704,33.727735,-117.896299,1,rooftop,2033,"W Edinger Ave","Santa Ana",CA,"Orange County",92704,US,"Orange County",2018,06,06059,0669000,074701,2010,2,060590747012010,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Anaheim-Santa Ana-Irvine, CA",11244
1919,"1001 E. VERNON AVE.",CA,"LOS ANGELES",90011,34.00408,-118.25812,1,rooftop,1001,"E Vernon Ave","Los Angeles",CA,"Los Angeles County",90011,US,"City of Los Angeles",2018,06,06037,0644000,228600,1006,1,060372286001006,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1920,"4457 TELEGRAPH RD",CA,"LOS ANGELES",90023,34.01816,-118.17508,1,rooftop,4457,"Telegraph Rd","Los Angeles",CA,"Los Angeles County",90023,US,"Los Angeles County",2018,06,06037,0644000,531301,1008,1,060375313011008,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1921,"711 N. HOEFNER AVE.",CA,"LOS ANGELES",90022,34.020785,-118.150032,1,rooftop,711,"Hoefner Ave","Los Angeles",CA,"Los Angeles County",90022,US,"Los Angeles County",2018,06,06037,0644000,531701,2004,2,060375317012004,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1922,"22150 WARDHAM AVE.",CA,"HAWAIIAN GARDENS",90716,33.827475,-118.064538,1,rooftop,22150,"Wardham Ave","Hawaiian Gardens",CA,"Los Angeles County",90716,US,"Los Angeles County",2018,06,06037,0632506,555212,1000,1,060375552121000,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1923,"7800 GRAHAM AV",CA,"LOS ANGELES",90001,33.969131,-118.242837,1,range_interpolation,7800,"Graham Ave","Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau",2018,06,06037,0644000,534900,4001,4,060375349004001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
1924,"1403 E. 21ST LOS ANGELES",CA,"LOS ANGELES",90011,34.02099,-118.24952,1,rooftop,1403,"E 21st St","Los Angeles",CA,"Los Angeles County",90011,US,"City of Los Angeles",2018,06,06037,0644000,227010,1001,1,060372270101001,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
